name;rarity;arts
Lawson Crystal God;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a8/Unit_ills_full_50544.png/]
Fire Witch Ulkina;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/6e/Unit_ills_full_10503.png/]
Fire Dragoon Ulkina;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/44/Unit_ills_full_10504.png/]
Fire Goddess Ulkina;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/84/Unit_ills_full_10505.png/]
Aquamancer Kuhla;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/6a/Unit_ills_full_20483.png/]
Aqua Ruler Kuhla;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/79/Unit_ills_full_20484.png/]
Aqua Goddess Kuhla;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/52/Unit_ills_full_20485.png/]
Forest Guardian Tia;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/ed/Unit_ills_full_30473.png/]
Divine Guardian Tia;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/10/Unit_ills_full_30474.png/]
Guardian Goddess Tia;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a2/Unit_ills_full_30475.png/]
Bolt Gun Rowgen;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/6c/Unit_ills_full_40473.png/]
Thunder Gun Rowgen;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/c5/Unit_ills_full_40474.png/]
Lightning Gun Rowgen;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a3/Unit_ills_full_40475.png/]
Mad Knight Narza;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/cd/Unit_ills_full_50513.png/]
Mad King Narza;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/6d/Unit_ills_full_50514.png/]
Mad God Narza;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f9/Unit_ills_full_50515.png/]
Assassin Kuda;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/4f/Unit_ills_full_60533.png/]
Loyal Assassin Kuda;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/21/Unit_ills_full_60534.png/]
Master Assassin Kuda;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/14/Unit_ills_full_60535.png/]
Ragnaberus;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/ac/Unit_ills_full_10073.png/]
Lotan;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f2/Unit_ills_full_20073.png/]
Finkell;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/30/Unit_ills_full_30073.png/]
Gigas;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/ad/Unit_ills_full_40073.png/]
Remuihl;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/c5/Unit_ills_full_50063.png/]
Lulujann;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/c2/Unit_ills_full_60063.png/]
Cardes the Malevolent;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/8e/Unit_ills_full_60425.png/]
Diva Hatsune Miku;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/61/Unit_ills_full_30493.png/]
Goddess Hatsune Miku;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7b/Unit_ills_full_30494.png/]
Blazing Knight Agni;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7e/Unit_ills_full_10105.png/]
Ice Angel Sergio;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/8a/Unit_ills_full_20105.png/]
Goddess Lidith;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/98/Unit_ills_full_30105.png/]
Sky God Falma;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/98/Unit_ills_full_40105.png/]
Sacred Gunner Heidt;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f9/Unit_ills_full_50095.png/]
Death God Shida;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/28/Unit_ills_full_60095.png/]
Ember Elder Fiora;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/8c/Unit_ills_full_10543.png/]
Ember Sage Fiora;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/54/Unit_ills_full_10544.png/]
Ember Charm Fiora;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f7/Unit_ills_full_10545.png/]
Sea Pirate Eve;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/75/Unit_ills_full_20513.png/]
Pirate Empress Eve;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e6/Unit_ills_full_20514.png/]
Pirate Goddess Eve;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/23/Unit_ills_full_20515.png/]
Spirit Ruler Lucca;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b8/Unit_ills_full_30503.png/]
Phantom Ruler Lucca;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/ed/Unit_ills_full_30504.png/]
Deity Ruler Lucca;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/3f/Unit_ills_full_30505.png/]
Thunder Whip Orna;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/16/Unit_ills_full_40493.png/]
Divine Whip Orna;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/68/Unit_ills_full_40494.png/]
Zeus Whip Orna;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/90/Unit_ills_full_40495.png/]
Holy Treasures Yujeh;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/45/Unit_ills_full_50583.png/]
Sacred Relics Yujeh;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/6e/Unit_ills_full_50584.png/]
Rainbow Angel Yujeh;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7f/Unit_ills_full_50585.png/]
Dark Winged Ardin;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b2/Unit_ills_full_60593.png/]
Dark Seraph Ardin;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/54/Unit_ills_full_60594.png/]
Dark Demigod Ardin;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/07/Unit_ills_full_60595.png/]
Randi (4★);4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/ea/Unit_ills_full_10533.png/]
Randi (5★);5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/71/Unit_ills_full_10534.png/]
Primm (4★);4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/86/Unit_ills_full_20503.png/]
Primm (5★);5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/68/Unit_ills_full_20504.png/]
Popoi (4★);4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/5f/Unit_ills_full_30483.png/]
Popoi (5★);5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7e/Unit_ills_full_30484.png/]
Flammie (4★);4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/1f/Unit_ills_full_40483.png/]
Flammie (5★);5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/06/Unit_ills_full_40484.png/]
Aria (4★);4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/78/Unit_ills_full_50573.png/]
Aria (5★);5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/08/Unit_ills_full_50574.png/]
Iris (4★);4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/55/Unit_ills_full_60553.png/]
Iris (5★);5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/36/Unit_ills_full_60554.png/]
Blizzard God Karl;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d6/Unit_ills_full_20235.png/]
Graham;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/fb/Unit_ills_full_60603.png/]
Treacherous Graham;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/58/Unit_ills_full_60604.png/]
Tesla;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/74/Unit_ills_full_20524.png/]
Blind Justice Tesla;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/05/Unit_ills_full_20525.png/]
Dragon God Granados;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/51/Unit_ills_full_10095.png/]
Aqua Goddess Abel;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/bf/Unit_ills_full_20095.png/]
Elf Queen Arbonella;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/5d/Unit_ills_full_30095.png/]
Bolt Phoenix Ardas;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/c9/Unit_ills_full_40095.png/]
Sky Goddess Raquel;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/5d/Unit_ills_full_50085.png/]
Dark Lord Zaboeth;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d8/Unit_ills_full_60085.png/]
Phoenix Knight Arus;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/db/Unit_ills_full_10553.png/]
Phoenix Emperor Arus;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/19/Unit_ills_full_10554.png/]
Phoenix God Arus;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/10/Unit_ills_full_10555.png/]
Disciple Belfura;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/05/Unit_ills_full_20533.png/]
Slayer Belfura;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b1/Unit_ills_full_20534.png/]
Massacre God Belfura;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/db/Unit_ills_full_20535.png/]
Green Dragon Vael;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/36/Unit_ills_full_30513.png/]
Royal Dragon Farvnil;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/4a/Unit_ills_full_30514.png/]
Dragon God Ragshelm;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e6/Unit_ills_full_30515.png/]
Thunder Guard Shera;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/6c/Unit_ills_full_40503.png/]
Thunder Sentry Shera;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f0/Unit_ills_full_40504.png/]
Thunder Savior Shera;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/0f/Unit_ills_full_40505.png/]
Royal Edge Priscilla;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e3/Unit_ills_full_50603.png/]
Poinsettia Priscilla;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/54/Unit_ills_full_50604.png/]
Holy Night Priscilla;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/52/Unit_ills_full_50605.png/]
Dark Keeper Iidor;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f1/Unit_ills_full_60623.png/]
Draconian Varfed;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/be/Unit_ills_full_60624.png/]
Demon God Borgeus;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/1e/Unit_ills_full_60625.png/]
Noah;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/bc/Unit_ills_full_20494.png/]
Skilled Lance Noah;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/ff/Unit_ills_full_20495.png/]
Stahn (4★);4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/55/Unit_ills_full_10573.png/]
Stahn (5★);5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/6a/Unit_ills_full_10574.png/]
Rutee (4★);4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a5/Unit_ills_full_20543.png/]
Rutee (5★);5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/bd/Unit_ills_full_20544.png/]
Rita (4★);4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/40/Unit_ills_full_30533.png/]
Rita (5★);5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7e/Unit_ills_full_30534.png/]
Arche (4★);4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/8f/Unit_ills_full_40513.png/]
Arche (5★);5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e5/Unit_ills_full_40514.png/]
Cress (4★);4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/ba/Unit_ills_full_50633.png/]
Cress (5★);5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7f/Unit_ills_full_50634.png/]
Yuri (4★);4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/93/Unit_ills_full_60633.png/]
Yuri (5★);5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/35/Unit_ills_full_60634.png/]
Inferno Beast Zegar;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a4/Unit_ills_full_10025.png/]
Tidal Dragoon Zephu;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/4e/Unit_ills_full_20025.png/]
Gaia Bow Lario;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/26/Unit_ills_full_30025.png/]
Gilded General Weiss;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/41/Unit_ills_full_40025.png/]
Radiant Goddess Luna;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e0/Unit_ills_full_50025.png/]
Shadow Ronin Mifune;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e7/Unit_ills_full_60025.png/]
Bilbo Baggins (4★);4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/ea/Unit_ills_full_30523.png/]
Bilbo Baggins (5★);5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/05/Unit_ills_full_30524.png/]
Flare Goddess Seria;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/2f/Unit_ills_full_10235.png/]
Flame Legend Vargas;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/5e/Unit_ills_full_10016.png/]
Ice Legend Selena;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/8d/Unit_ills_full_20016.png/]
Earth Legend Lance;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b4/Unit_ills_full_30016.png/]
Thunder Legend Eze;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/03/Unit_ills_full_40016.png/]
Light Legend Atro;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/5c/Unit_ills_full_50016.png/]
Dark Legend Magress;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/eb/Unit_ills_full_60016.png/]
Fire Mecha God;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/03/Unit_ills_full_10354.png/]
Water Mecha God;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/62/Unit_ills_full_20344.png/]
Earth Mecha God;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d4/Unit_ills_full_30334.png/]
Thunder Mecha God;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/53/Unit_ills_full_40334.png/]
Light Mecha God;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a4/Unit_ills_full_50394.png/]
Dark Mecha God;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/75/Unit_ills_full_60344.png/]
Burst Emperor;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/ea/Unit_ills_full_10313.png/]
Almighty Imp Arton;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/9d/Unit_ills_full_50612.png/]
Gilded Armor Vanberk;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/77/Unit_ills_full_10583.png/]
Blaze Armor Vanberk;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/65/Unit_ills_full_10584.png/]
Pyre Aegis Vanberk;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a9/Unit_ills_full_10585.png/]
Alchemist Rigness;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/0c/Unit_ills_full_20553.png/]
Synthesizer Rigness;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d9/Unit_ills_full_20554.png/]
Magnum Opus Rigness;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b7/Unit_ills_full_20555.png/]
Floret Petal Rosetta;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/24/Unit_ills_full_30543.png/]
Floret Queen Rosetta;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/04/Unit_ills_full_30544.png/]
Jewel Floret Rosetta;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/da/Unit_ills_full_30545.png/]
Dragoon Elder Bargus;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/6a/Unit_ills_full_40523.png/]
Dragoon Lord Bargus;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/3b/Unit_ills_full_40524.png/]
Dragoon Soul Bargus;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/41/Unit_ills_full_40525.png/]
Priestess Elmedia;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/60/Unit_ills_full_50643.png/]
High Priestess Elmedia;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/83/Unit_ills_full_50644.png/]
Holy Priestess Elmedia;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f7/Unit_ills_full_50645.png/]
Dark Blades Zergel;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/93/Unit_ills_full_60643.png/]
Penta Blade Zergel;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/fd/Unit_ills_full_60644.png/]
Blade Master Zergel;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/5d/Unit_ills_full_60645.png/]
Gandalf (4★);4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/c2/Unit_ills_full_10563.png/]
Gandalf (5★);5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/08/Unit_ills_full_10564.png/]
Legolas (4★);4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b5/Unit_ills_full_50623.png/]
Legolas (5★);5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/ff/Unit_ills_full_50624.png/]
Twilight God Grahdens;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/18/Unit_ills_full_60325.png/]
Zevalhua the Supreme;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/3b/Unit_ills_full_60435.png/]
Imperial Smith Galant;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/39/Unit_ills_full_10145.png/]
Arctic Rose Stya;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/ef/Unit_ills_full_20145.png/]
Dahlia Fist Nemia;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/5e/Unit_ills_full_30145.png/]
Storm Roundhouse Zeln;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/53/Unit_ills_full_40145.png/]
Courageous Heart Alma;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/05/Unit_ills_full_50145.png/]
Shadow Chakra Oboro;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/33/Unit_ills_full_60155.png/]
Eriole;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e9/Unit_ills_full_50444.png/]
Winged Lord Eriole;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/06/Unit_ills_full_50445.png/]
Lin;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/ad/Unit_ills_full_30393.png/]
Logistics Support Lin;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b7/Unit_ills_full_30394.png/]
Storm Goddess Paris;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/42/Unit_ills_full_40235.png/]
Scorching Alpha;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/34/Unit_ills_full_10594.png/]
Smoldering King Alpha;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f2/Unit_ills_full_10595.png/]
Brimstone Emperor Alpha;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/53/Unit_ills_full_10596.png/]
Piercing Tazer;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/db/Unit_ills_full_20564.png/]
Aqua Slash Tazer;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b4/Unit_ills_full_20565.png/]
Cyclone Emperor Tazer;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/1b/Unit_ills_full_20566.png/]
Thorned Tora;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f0/Unit_ills_full_30554.png/]
Vine Queen Tora;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d0/Unit_ills_full_30555.png/]
Rose Empress Tora;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/bf/Unit_ills_full_30556.png/]
Admonition Kanon;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/01/Unit_ills_full_40534.png/]
Righteous King Kanon;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/9c/Unit_ills_full_40535.png/]
Heavenly Emperor Kanon;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/fd/Unit_ills_full_40536.png/]
Larking Kira;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/ff/Unit_ills_full_50654.png/]
Cavorting King Kira;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/66/Unit_ills_full_50655.png/]
Frolic Emperor Kira;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/3f/Unit_ills_full_50656.png/]
Misfortune Feeva;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/ce/Unit_ills_full_60664.png/]
Devastation Queen Feeva;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/13/Unit_ills_full_60665.png/]
Cataclysm Empress Feeva;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/90/Unit_ills_full_60666.png/,https://static.wikia.nocookie.net/bravefrontierglobal/images/7/78/Unit_ills_full_60666_2.png/]
Passion Sibyl Freya;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/bd/Unit_ills_full_10245.png/]
Sorrow Sibyl Eliza;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/99/Unit_ills_full_20245.png/]
Beauty Sibyl Paula;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/0c/Unit_ills_full_30245.png/]
Echo Sibyl Zele;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/80/Unit_ills_full_40245.png/]
Radiance Sibyl Sola;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/14/Unit_ills_full_50265.png/]
Eclipse Sibyl Madia;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/04/Unit_ills_full_60245.png/]
Scorching Sword Reed;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/38/Unit_ills_full_10295.png/]
Mystical Talon Rhein;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/0a/Unit_ills_full_20295.png/]
Supreme Lawmaker Aneil;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/2d/Unit_ills_full_30295.png/]
Lightning Speed Lucana;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/95/Unit_ills_full_40295.png/]
Sacred Armor Nevsky;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d7/Unit_ills_full_50325.png/]
Twin Dragons Eru;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d0/Unit_ills_full_60295.png/]
Angelic Blades Sefia;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/4d/Unit_ills_full_50166.png/,https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f8/Unit_ills_full_50166_2.png/]
Demonic Idol Kikuri;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/72/Unit_ills_full_60176.png/]
Quake God Lugina;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/98/Unit_ills_full_30235.png/]
Burning Pike Claire;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/91/Unit_ills_full_10604.png/]
Volcanic Pike Claire;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b7/Unit_ills_full_10605.png/]
Magma Twin-Pike Claire;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/6e/Unit_ills_full_10606.png/]
Frozen Blade Colt;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e1/Unit_ills_full_20574.png/]
Arctic Blade Colt;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/50/Unit_ills_full_20575.png/]
Glacier Twin-Blade Colt;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/ff/Unit_ills_full_20576.png/]
Beryl Edge Quaid;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/99/Unit_ills_full_30564.png/]
Valiant Edge Quaid;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/0e/Unit_ills_full_30565.png/]
Sylvan Excalibur Quaid;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/75/Unit_ills_full_30566.png/,https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b1/Unit_ills_full_30566_2.png/]
Voltage Cutlass Diana;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/ed/Unit_ills_full_40544.png/]
Rumbling Cutlass Diana;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/00/Unit_ills_full_40545.png/]
Thunderbird Sabre Diana;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/78/Unit_ills_full_40546.png/]
Noble Sage Fadahl;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d0/Unit_ills_full_50664.png/]
Sage King Fadahl;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e9/Unit_ills_full_50665.png/]
Radiant Virtue Fadahl;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/1f/Unit_ills_full_50666.png/]
Void Pearl Ivris;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/19/Unit_ills_full_60674.png/]
Nebula Pearl Ivris;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/0c/Unit_ills_full_60675.png/]
Galactic Treasure Ivris;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b9/Unit_ills_full_60676.png/]
Phoenix Wings Lava;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d1/Unit_ills_full_10126.png/]
Leviathan Sage Elimo;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/29/Unit_ills_full_20156.png/]
Valkyrie Archangel Griel;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/18/Unit_ills_full_40276.png/]
Tyrfing (4★);4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/9f/Unit_ills_full_50703.png/]
Tyrfing (5★);5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/8e/Unit_ills_full_50704.png/]
Laevateinn (4★);4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/55/Unit_ills_full_60713.png/]
